Time,refrigerator,kitchen_outlets1,kitchen_outlets2,microwave,lighting
2011-04-24 20:39:00,163,0,1,5,9
2011-04-24 20:40:00,162,0,1,5,9
2011-04-24 20:41:00,161,0,1,5,9
2011-04-24 20:42:00,161,0,1,5,9
2011-04-24 20:43:00,160,0,1,5,9
2011-04-24 20:44:00,161,0,1,5,9
2011-04-24 20:45:00,160,1,1,5,9
2011-04-24 20:46:00,6,1,1,4,8
2011-04-24 20:47:00,6,1,1,4,8
2011-04-24 20:48:00,7,1,1,4,8
2011-04-24 20:49:00,7,1,1,4,8
2011-04-24 20:50:00,7,1,1,4,8
2011-04-24 20:51:00,7,1,1,4,8
2011-04-24 20:52:00,6,1,1,4,8
2011-04-24 20:53:00,6,1,2,4,8
2011-04-24 20:54:00,6,1,1,4,8
2011-04-24 20:55:00,6,1,1,4,8
2011-04-24 20:56:00,7,1,1,5,8
2011-04-24 20:57:00,6,1,1,4,8
2011-04-24 20:58:00,7,1,1,4,8
2011-04-24 20:59:00,6,1,1,4,8
2011-04-24 21:00:00,6,1,1,4,8
2011-04-24 21:01:00,7,1,1,5,8
2011-04-24 21:02:00,7,1,1,5,8
2011-04-24 21:03:00,7,1,1,5,8
2011-04-24 21:04:00,7,1,1,4,8
2011-04-24 21:05:00,7,1,1,4,8
2011-04-24 21:06:00,7,1,1,5,8
2011-04-24 21:07:00,6,1,1,5,8
2011-04-24 21:08:00,6,1,1,5,8
2011-04-24 21:09:00,6,1,1,5,8
2011-04-24 21:10:00,7,1,1,4,8
2011-04-24 21:11:00,7,1,1,4,8
2011-04-24 21:12:00,6,1,1,4,8
2011-04-24 21:13:00,6,1,1,4,8
2011-04-24 21:14:00,7,1,1,4,8
2011-04-24 21:15:00,7,1,1,5,8
2011-04-24 21:16:00,189,0,1,5,9
2011-04-24 21:17:00,180,0,1,5,9
2011-04-24 21:18:00,174,0,1,5,9
2011-04-24 21:19:00,170,0,2,5,9
2011-04-24 21:20:00,171,0,1,5,9
2011-04-24 21:21:00,171,0,1,5,9
2011-04-24 21:22:00,169,0,1,5,9
2011-04-24 21:23:00,167,0,1,5,9
2011-04-24 21:24:00,167,0,1,5,9
2011-04-24 21:25:00,165,0,1,5,9
2011-04-24 21:26:00,165,0,1,5,9
2011-04-24 21:27:00,164,0,1,5,9
2011-04-24 21:28:00,164,0,1,5,9
2011-04-24 21:29:00,163,13,1,5,9
2011-04-24 21:30:00,162,13,1,5,9
2011-04-24 21:31:00,162,14,1,5,9
2011-04-24 21:32:00,161,14,1,5,9
2011-04-24 21:33:00,160,14,1,5,9
2011-04-24 21:34:00,160,13,1,5,9
2011-04-24 21:35:00,159,13,1,5,9
2011-04-24 21:36:00,159,13,1,5,9
2011-04-24 21:37:00,159,13,1,5,9
2011-04-24 21:38:00,158,13,1,5,9
2011-04-24 21:39:00,6,14,1,4,8
2011-04-24 21:40:00,7,14,1,4,8
2011-04-24 21:41:00,6,14,1,4,8
2011-04-24 21:42:00,6,14,1,4,8
2011-04-24 21:43:00,6,14,1,4,8
2011-04-24 21:44:00,7,14,1,4,8
2011-04-24 21:45:00,6,14,1,4,8
2011-04-24 21:46:00,7,14,1,4,8
2011-04-24 21:47:00,6,14,1,5,8
2011-04-24 21:48:00,6,14,1,4,8
2011-04-24 21:49:00,6,14,1,4,8
2011-04-24 21:50:00,6,14,1,5,8
2011-04-24 21:51:00,7,14,1,4,8
2011-04-24 21:52:00,6,14,1,4,8
2011-04-24 21:53:00,6,14,1,5,8
2011-04-24 21:54:00,6,14,1,5,8
2011-04-24 21:55:00,7,14,1,4,8
2011-04-24 21:56:00,7,14,1,4,8
2011-04-24 21:57:00,6,15,1,4,8
2011-04-24 21:58:00,6,14,1,4,8
2011-04-24 21:59:00,7,14,1,4,8
2011-04-24 22:00:00,7,14,1,4,8
2011-04-24 22:01:00,6,14,1,4,8
2011-04-24 22:02:00,7,15,1,4,8
2011-04-24 22:03:00,7,14,1,4,8
2011-04-24 22:04:00,6,14,1,4,8
2011-04-24 22:05:00,6,14,1,4,8
2011-04-24 22:06:00,6,14,1,4,8
2011-04-24 22:07:00,6,14,1,4,8
2011-04-24 22:08:00,7,14,1,4,8
2011-04-24 22:09:00,187,14,1,5,9
2011-04-24 22:10:00,182,13,1,5,9
2011-04-24 22:11:00,174,13,1,5,9
2011-04-24 22:12:00,172,13,1,5,9
2011-04-24 22:13:00,170,13,1,5,9
2011-04-24 22:14:00,168,13,1,5,9
2011-04-24 22:15:00,167,13,1,5,9
2011-04-24 22:16:00,166,14,1,5,9
2011-04-24 22:17:00,165,13,1,5,9
2011-04-24 22:18:00,163,14,1,5,9
2011-04-24 22:19:00,162,14,1,5,9
2011-04-24 22:20:00,162,13,1,5,9
2011-04-24 22:21:00,162,13,1,5,9
2011-04-24 22:22:00,161,13,1,5,9
2011-04-24 22:23:00,160,13,1,5,9
2011-04-24 22:24:00,159,13,1,5,9
2011-04-24 22:25:00,159,13,1,5,9
2011-04-24 22:26:00,159,13,1,5,9
2011-04-24 22:27:00,160,13,1,5,9
2011-04-24 22:28:00,159,13,1,5,9
2011-04-24 22:29:00,158,13,1,5,9
2011-04-24 22:30:00,159,13,1,5,9
2011-04-24 22:31:00,157,14,1,5,9
2011-04-24 22:32:00,6,14,1,4,8
2011-04-24 22:33:00,6,14,1,4,8
2011-04-24 22:34:00,6,14,1,4,8
2011-04-24 22:35:00,6,14,1,4,8
2011-04-24 22:36:00,6,14,1,4,8
2011-04-24 22:37:00,7,14,1,4,8
2011-04-24 22:38:00,6,15,1,4,8
2011-04-24 22:39:00,6,15,1,4,8
2011-04-24 22:40:00,6,14,1,4,8
2011-04-24 22:41:00,6,14,1,4,8
2011-04-24 22:42:00,6,14,1,5,8
2011-04-24 22:43:00,6,14,1,4,8
2011-04-24 22:44:00,7,14,1,4,8
2011-04-24 22:45:00,6,14,1,4,8
2011-04-24 22:46:00,6,14,1,4,8
2011-04-24 22:47:00,6,14,1,4,8
2011-04-24 22:48:00,6,14,1,4,8
2011-04-24 22:49:00,6,15,1,5,8
2011-04-24 22:50:00,6,14,1,4,8
2011-04-24 22:51:00,6,14,2,4,8
2011-04-24 22:52:00,6,15,1,4,8
2011-04-24 22:53:00,6,14,1,4,8
2011-04-24 22:54:00,6,14,1,4,8
2011-04-24 22:55:00,6,14,1,4,8
2011-04-24 22:56:00,6,14,1,5,8
2011-04-24 22:57:00,7,14,1,4,8
2011-04-24 22:58:00,6,14,1,4,8
2011-04-24 22:59:00,6,14,1,4,8
2011-04-24 23:00:00,6,14,1,4,8
2011-04-24 23:01:00,6,15,1,5,8
2011-04-24 23:02:00,186,15,1,5,9
2011-04-24 23:03:00,179,13,1,5,9
2011-04-24 23:04:00,172,13,1,5,9
2011-04-24 23:05:00,168,13,1,5,9
2011-04-24 23:06:00,168,13,1,5,9
2011-04-24 23:07:00,170,13,1,5,9
2011-04-24 23:08:00,168,13,1,5,9
2011-04-24 23:09:00,167,13,1,5,9
2011-04-24 23:10:00,167,13,1,5,9
2011-04-24 23:11:00,165,13,1,5,9
2011-04-24 23:12:00,165,13,1,5,9
2011-04-24 23:13:00,164,13,1,5,9
2011-04-24 23:14:00,163,13,1,5,9
2011-04-24 23:15:00,162,13,1,5,9
2011-04-24 23:16:00,161,13,1,5,9
2011-04-24 23:17:00,161,13,1,5,9
2011-04-24 23:18:00,160,13,1,5,9
2011-04-24 23:19:00,161,13,1,5,9
2011-04-24 23:20:00,160,13,1,5,9
2011-04-24 23:21:00,160,13,1,5,9
2011-04-24 23:22:00,159,13,1,5,9
2011-04-24 23:23:00,158,13,1,5,9
2011-04-24 23:24:00,159,14,1,5,9
2011-04-24 23:25:00,6,14,1,4,8
2011-04-24 23:26:00,6,14,1,4,8
2011-04-24 23:27:00,6,14,1,4,8
2011-04-24 23:28:00,6,14,1,4,8
2011-04-24 23:29:00,6,14,1,4,8
2011-04-24 23:30:00,6,15,1,4,8
2011-04-24 23:31:00,6,14,1,4,8
2011-04-24 23:32:00,6,15,1,5,8
2011-04-24 23:33:00,6,15,1,4,8
2011-04-24 23:34:00,6,15,1,5,8
2011-04-24 23:35:00,6,15,1,4,8
2011-04-24 23:36:00,6,15,1,4,8
2011-04-24 23:37:00,6,15,1,4,8
2011-04-24 23:38:00,6,15,1,4,8
2011-04-24 23:39:00,6,15,1,4,8
2011-04-24 23:40:00,6,15,1,4,8
2011-04-24 23:41:00,6,15,1,5,8
2011-04-24 23:42:00,6,14,1,4,8
2011-04-24 23:43:00,6,14,1,4,8
2011-04-24 23:44:00,6,14,1,4,8
2011-04-24 23:45:00,6,14,1,5,8
2011-04-24 23:46:00,6,14,1,5,8
2011-04-24 23:47:00,6,14,1,4,8
2011-04-24 23:48:00,6,14,1,4,8
2011-04-24 23:49:00,6,14,1,4,8
2011-04-24 23:50:00,6,14,1,4,8
2011-04-24 23:51:00,6,14,1,4,8
2011-04-24 23:52:00,6,14,1,4,8
2011-04-24 23:53:00,6,14,1,4,8
2011-04-24 23:54:00,6,14,1,4,8
2011-04-24 23:55:00,187,14,1,5,9
2011-04-24 23:56:00,181,14,1,5,9
2011-04-24 23:57:00,170,13,1,5,9
2011-04-24 23:58:00,169,13,1,5,9
2011-04-24 23:59:00,167,13,1,5,9
2011-04-25 00:00:00,167,13,1,5,9
2011-04-25 00:01:00,166,14,1,5,9
2011-04-25 00:02:00,165,14,1,5,9
2011-04-25 00:03:00,163,14,1,5,9
2011-04-25 00:04:00,163,14,1,5,135
2011-04-25 00:05:00,162,13,1,5,146
2011-04-25 00:06:00,163,13,1,5,155
2011-04-25 00:07:00,161,13,1,5,158
2011-04-25 00:08:00,161,13,1,5,158
2011-04-25 00:09:00,160,14,1,5,156
2011-04-25 00:10:00,159,13,1,5,154
2011-04-25 00:11:00,160,13,1,5,153
2011-04-25 00:12:00,159,14,1,5,153
2011-04-25 00:13:00,160,13,1,5,154
2011-04-25 00:14:00,159,13,1,5,155
2011-04-25 00:15:00,159,13,1,5,156
2011-04-25 00:16:00,158,14,1,5,156
2011-04-25 00:17:00,229,14,1,5,156
2011-04-25 00:18:00,189,13,1,5,157
2011-04-25 00:19:00,189,13,1,6,156
2011-04-25 00:20:00,188,14,1,5,154
2011-04-25 00:21:00,6,14,1,5,153
2011-04-25 00:22:00,6,14,1,5,155
2011-04-25 00:23:00,6,14,1,5,154
2011-04-25 00:24:00,6,14,1,5,155
2011-04-25 00:25:00,6,14,1,5,155
2011-04-25 00:26:00,6,14,1,5,155
2011-04-25 00:27:00,6,14,1,5,153
2011-04-25 00:28:00,6,14,1,5,154
2011-04-25 00:29:00,6,14,1,5,153
2011-04-25 00:30:00,6,14,1,5,153
2011-04-25 00:31:00,6,14,1,5,152
2011-04-25 00:32:00,6,14,1,5,151
2011-04-25 00:33:00,6,14,1,5,151
2011-04-25 00:34:00,6,14,1,5,152
2011-04-25 00:35:00,6,14,1,5,151
2011-04-25 00:36:00,6,15,1,5,151
2011-04-25 00:37:00,6,15,1,5,151
2011-04-25 00:38:00,6,14,1,5,150
2011-04-25 00:39:00,6,14,1,5,151
2011-04-25 00:40:00,6,14,1,5,150
2011-04-25 00:41:00,6,15,1,5,150
2011-04-25 00:42:00,6,14,1,5,150
2011-04-25 00:43:00,7,14,1,5,149
2011-04-25 00:44:00,6,14,1,5,149
2011-04-25 00:45:00,178,14,1,5,149
2011-04-25 00:46:00,194,13,1,5,148
2011-04-25 00:47:00,177,13,1,5,148
2011-04-25 00:48:00,177,13,1,5,149
2011-04-25 00:49:00,174,13,1,5,149
2011-04-25 00:50:00,173,13,1,5,149
2011-04-25 00:51:00,171,13,1,5,150
2011-04-25 00:52:00,170,13,1,5,149
2011-04-25 00:53:00,170,13,1,5,148
2011-04-25 00:54:00,351,13,1,6,148
2011-04-25 00:55:00,351,12,1,6,150
2011-04-25 00:56:00,349,12,1,6,150
2011-04-25 00:57:00,349,12,1,6,151
2011-04-25 00:58:00,202,13,1,27,150
2011-04-25 00:59:00,173,24,54,1900,154
2011-04-25 01:00:00,202,13,5,1867,155
2011-04-25 01:01:00,169,13,1,7,149
2011-04-25 01:02:00,201,13,1,7,150
2011-04-25 01:03:00,168,13,1,7,149
2011-04-25 01:04:00,168,13,1,7,148
2011-04-25 01:05:00,200,13,1,7,146
2011-04-25 01:06:00,203,13,1,7,145
2011-04-25 01:07:00,166,13,1,7,146
2011-04-25 01:08:00,167,13,1,7,146
2011-04-25 01:09:00,166,13,1,7,145
2011-04-25 01:10:00,166,13,1,27,145
2011-04-25 01:11:00,165,13,1,5,9
2011-04-25 01:12:00,166,13,1,5,9
2011-04-25 01:13:00,165,13,1,5,9
2011-04-25 01:14:00,349,13,1,5,10
2011-04-25 01:15:00,347,12,1,5,10
2011-04-25 01:16:00,347,12,1,5,10
2011-04-25 01:17:00,198,13,1,5,9
2011-04-25 01:18:00,164,13,1,5,9
2011-04-25 01:19:00,165,13,1,5,9
2011-04-25 01:20:00,165,13,1,5,9
2011-04-25 01:21:00,165,13,1,5,9
2011-04-25 01:22:00,164,13,1,5,9
2011-04-25 01:23:00,164,13,1,5,9
2011-04-25 01:24:00,164,13,1,5,9
2011-04-25 01:25:00,164,13,1,5,9
2011-04-25 01:26:00,164,13,1,5,9
2011-04-25 01:27:00,163,13,1,5,9
2011-04-25 01:28:00,163,13,1,5,9
2011-04-25 01:29:00,163,13,1,5,9
2011-04-25 01:30:00,162,13,1,5,9
2011-04-25 01:31:00,163,13,1,5,9
2011-04-25 01:32:00,162,13,1,5,9
2011-04-25 01:33:00,161,13,1,5,9
2011-04-25 01:34:00,162,13,1,5,9
2011-04-25 01:35:00,162,13,1,5,9
2011-04-25 01:36:00,161,14,2,5,9
2011-04-25 01:37:00,6,14,1,4,8
2011-04-25 01:38:00,6,14,1,4,8
2011-04-25 01:39:00,6,14,1,4,8
2011-04-25 01:40:00,6,14,1,4,8
2011-04-25 01:41:00,6,14,1,4,8
2011-04-25 01:42:00,6,14,1,4,8
2011-04-25 01:43:00,6,14,1,4,8
2011-04-25 01:44:00,6,15,1,4,8
2011-04-25 01:45:00,6,14,1,4,8
2011-04-25 01:46:00,6,15,1,4,8
2011-04-25 01:47:00,6,14,1,4,8
2011-04-25 01:48:00,6,14,1,4,8
2011-04-25 01:49:00,6,14,1,4,8
2011-04-25 01:50:00,7,15,1,5,8
2011-04-25 01:51:00,6,15,1,4,8
2011-04-25 01:52:00,6,14,1,4,8
2011-04-25 01:53:00,6,14,1,4,8
2011-04-25 01:54:00,6,15,1,4,8
2011-04-25 01:55:00,6,15,1,4,8
2011-04-25 01:56:00,7,15,1,4,8
2011-04-25 01:57:00,6,15,1,4,8
2011-04-25 01:58:00,6,14,1,4,8
2011-04-25 01:59:00,6,14,1,4,8
2011-04-25 02:00:00,6,14,1,4,8
2011-04-25 02:01:00,6,14,1,5,8
2011-04-25 02:02:00,6,14,1,4,8
2011-04-25 02:03:00,6,14,1,4,8
2011-04-25 02:04:00,6,14,1,4,8
2011-04-25 02:05:00,190,14,1,5,9
2011-04-25 02:06:00,191,13,1,5,9
2011-04-25 02:07:00,175,13,1,5,9
2011-04-25 02:08:00,172,13,1,5,9
2011-04-25 02:09:00,170,13,1,5,9
2011-04-25 02:10:00,169,13,1,5,9
2011-04-25 02:11:00,169,13,1,5,9
2011-04-25 02:12:00,168,13,1,5,9
2011-04-25 02:13:00,168,13,1,5,9
2011-04-25 02:14:00,166,13,1,5,9
2011-04-25 02:15:00,165,14,1,5,9
2011-04-25 02:16:00,166,14,1,5,9
2011-04-25 02:17:00,166,14,1,5,9
2011-04-25 02:18:00,165,14,1,5,9
2011-04-25 02:19:00,164,14,1,5,9
2011-04-25 02:20:00,163,14,1,5,9
2011-04-25 02:21:00,163,14,1,5,9
2011-04-25 02:22:00,163,13,1,5,9
2011-04-25 02:23:00,198,13,1,5,9
2011-04-25 02:24:00,195,13,1,5,140
2011-04-25 02:25:00,163,13,1,5,149
2011-04-25 02:26:00,163,13,1,5,155
2011-04-25 02:27:00,164,14,1,5,159
2011-04-25 02:28:00,163,14,1,6,160
2011-04-25 02:29:00,163,14,1,5,160
2011-04-25 02:30:00,198,14,1,5,158
2011-04-25 02:31:00,162,13,1,6,158
2011-04-25 02:32:00,348,13,1,6,159
2011-04-25 02:33:00,383,12,1,6,160
2011-04-25 02:34:00,346,12,1,6,159
2011-04-25 02:35:00,378,12,1,6,160
2011-04-25 02:36:00,347,13,1,6,160
2011-04-25 02:37:00,169,14,1,5,159
2011-04-25 02:38:00,199,13,1,6,159
2011-04-25 02:39:00,163,14,1,5,159
2011-04-25 02:40:00,164,13,1,6,159
2011-04-25 02:41:00,164,13,1,5,160
2011-04-25 02:42:00,163,14,1,5,159
2011-04-25 02:43:00,167,13,6,1906,163
2011-04-25 02:44:00,168,13,7,1914,162
2011-04-25 02:45:00,163,14,1,60,158
2011-04-25 02:46:00,163,14,1,5,9
2011-04-25 02:47:00,162,14,1,5,9
2011-04-25 02:48:00,162,14,1,5,9
2011-04-25 02:49:00,161,14,1,5,9
2011-04-25 02:50:00,161,14,1,5,9
2011-04-25 02:51:00,162,14,1,5,9
2011-04-25 02:52:00,161,14,1,5,9
2011-04-25 02:53:00,161,14,1,5,9
2011-04-25 02:54:00,161,13,1,5,9
2011-04-25 02:55:00,161,13,1,5,9
2011-04-25 02:56:00,159,13,1,5,9
2011-04-25 02:57:00,158,13,1,5,9
2011-04-25 02:58:00,158,13,1,5,9
2011-04-25 02:59:00,158,14,1,5,9
2011-04-25 03:00:00,6,15,1,4,8
2011-04-25 03:01:00,6,15,1,4,8
2011-04-25 03:02:00,6,15,1,4,8
2011-04-25 03:03:00,6,14,1,4,8
2011-04-25 03:04:00,6,14,1,4,8
2011-04-25 03:05:00,6,15,2,4,8
2011-04-25 03:06:00,7,15,1,4,8
2011-04-25 03:07:00,6,15,1,4,8
2011-04-25 03:08:00,7,15,1,5,8
2011-04-25 03:09:00,6,15,1,4,8
2011-04-25 03:10:00,6,15,1,4,8
2011-04-25 03:11:00,6,15,1,4,8
2011-04-25 03:12:00,6,15,1,4,8
2011-04-25 03:13:00,7,15,1,7,289
2011-04-25 03:14:00,6,15,1,5,145
2011-04-25 03:15:00,7,15,1,5,147
2011-04-25 03:16:00,47,15,1,5,149
2011-04-25 03:17:00,46,14,1,5,158
2011-04-25 03:18:00,6,15,1,5,159
2011-04-25 03:19:00,6,14,1,5,159
2011-04-25 03:20:00,6,15,1,5,160
2011-04-25 03:21:00,6,15,1,5,159
2011-04-25 03:22:00,6,15,1,5,159
2011-04-25 03:23:00,7,14,1,4,8
2011-04-25 03:24:00,6,15,1,4,8
2011-04-25 03:25:00,191,14,1,5,9
2011-04-25 03:26:00,182,13,1,5,9
2011-04-25 03:27:00,177,13,1,5,9
2011-04-25 03:28:00,174,13,1,5,9
2011-04-25 03:29:00,174,13,1,5,9
2011-04-25 03:30:00,173,14,1,5,9
2011-04-25 03:31:00,171,14,1,5,9
2011-04-25 03:32:00,170,14,1,5,9
2011-04-25 03:33:00,170,13,1,5,9
2011-04-25 03:34:00,169,14,1,5,9
2011-04-25 03:35:00,168,14,1,5,9
2011-04-25 03:36:00,168,13,1,5,9
2011-04-25 03:37:00,167,14,2,5,9
2011-04-25 03:38:00,206,14,1,5,9
2011-04-25 03:39:00,169,14,1,5,9
2011-04-25 03:40:00,167,14,1,5,9
2011-04-25 03:41:00,167,14,2,5,9
2011-04-25 03:42:00,167,14,1,5,9
2011-04-25 03:43:00,165,14,1,5,9
2011-04-25 03:44:00,165,14,1,5,9
2011-04-25 03:45:00,165,14,1,5,9
2011-04-25 03:46:00,164,0,1,5,9
2011-04-25 03:47:00,164,0,1,5,9
2011-04-25 03:48:00,164,0,1,5,9
2011-04-25 03:49:00,164,0,1,5,9
2011-04-25 03:50:00,163,0,1,5,9
2011-04-25 03:51:00,163,0,1,5,9
2011-04-25 03:52:00,162,0,1,5,9
2011-04-25 03:53:00,162,0,1,5,9
2011-04-25 03:54:00,162,0,1,5,9
2011-04-25 03:55:00,348,1,1,5,9
2011-04-25 03:56:00,348,1,1,5,10
2011-04-25 03:57:00,348,1,2,5,10
2011-04-25 03:58:00,347,1,2,5,10
2011-04-25 03:59:00,193,1,1,5,9
2011-04-25 04:00:00,12,1,1,5,8
2011-04-25 04:01:00,44,1,1,4,8
2011-04-25 04:02:00,6,1,1,4,8
2011-04-25 04:03:00,7,1,1,4,8
2011-04-25 04:04:00,6,1,1,5,8
2011-04-25 04:05:00,6,1,1,4,8
2011-04-25 04:06:00,7,1,1,5,8
2011-04-25 04:07:00,6,1,1,4,8
2011-04-25 04:08:00,7,1,1,5,8
2011-04-25 04:09:00,7,1,1,5,133
2011-04-25 04:10:00,7,1,1,5,142
2011-04-25 04:11:00,7,1,1,5,150
2011-04-25 04:12:00,7,1,1,5,150
2011-04-25 04:13:00,7,1,1,4,8
2011-04-25 04:14:00,7,1,1,4,8
2011-04-25 04:15:00,7,1,1,4,8
2011-04-25 04:16:00,7,1,1,4,8
2011-04-25 04:17:00,6,1,1,4,8
2011-04-25 04:18:00,7,1,1,4,8
2011-04-25 04:19:00,7,1,1,5,8
2011-04-25 04:20:00,7,1,1,4,8
2011-04-25 04:21:00,7,1,1,5,8
2011-04-25 04:22:00,7,1,1,4,8
2011-04-25 04:23:00,7,1,1,4,8
2011-04-25 04:24:00,6,1,1,4,8
2011-04-25 04:25:00,6,1,1,5,8
2011-04-25 04:26:00,188,1,1,5,9
2011-04-25 04:27:00,193,0,1,5,9
2011-04-25 04:28:00,177,0,1,5,9
2011-04-25 04:29:00,176,0,1,5,9
2011-04-25 04:30:00,174,0,1,5,9
2011-04-25 04:31:00,171,0,1,5,9
2011-04-25 04:32:00,171,0,1,5,9
2011-04-25 04:33:00,170,0,1,5,9
2011-04-25 04:34:00,170,0,1,5,9
2011-04-25 04:35:00,169,0,1,5,9
2011-04-25 04:36:00,169,0,1,5,9
2011-04-25 04:37:00,169,0,1,5,9
2011-04-25 04:38:00,168,0,1,5,9
2011-04-25 04:39:00,167,0,1,5,9
2011-04-25 04:40:00,167,0,1,5,9
2011-04-25 04:41:00,167,0,1,5,9
2011-04-25 04:42:00,166,0,1,5,9
2011-04-25 04:43:00,165,0,1,5,9
2011-04-25 04:44:00,165,0,1,5,9
2011-04-25 04:45:00,164,0,1,5,9
2011-04-25 04:46:00,164,0,1,5,9
2011-04-25 04:47:00,164,0,1,5,9
2011-04-25 04:48:00,163,0,1,5,9
2011-04-25 04:49:00,164,0,1,5,9
2011-04-25 04:50:00,163,0,1,5,9
2011-04-25 04:51:00,163,0,1,5,9
2011-04-25 04:52:00,163,0,1,5,9
2011-04-25 04:53:00,162,0,1,5,9
2011-04-25 04:54:00,163,0,1,5,9
2011-04-25 04:55:00,162,0,1,5,9
2011-04-25 04:56:00,162,0,1,5,9
2011-04-25 04:57:00,162,0,1,5,9
2011-04-25 04:58:00,162,0,1,5,9
2011-04-25 04:59:00,161,1,1,5,9
2011-04-25 05:00:00,7,1,1,5,8
2011-04-25 05:01:00,7,1,1,5,8
2011-04-25 05:02:00,7,1,1,4,8
2011-04-25 05:03:00,7,1,1,4,8
2011-04-25 05:04:00,6,1,1,4,8
2011-04-25 05:05:00,7,1,1,5,8
2011-04-25 05:06:00,7,1,1,5,8
2011-04-25 05:07:00,7,1,1,5,8
2011-04-25 05:08:00,7,1,1,4,8
2011-04-25 05:09:00,7,1,1,4,8
2011-04-25 05:10:00,7,1,1,5,8
2011-04-25 05:11:00,7,1,1,4,8
2011-04-25 05:12:00,7,1,1,5,8
2011-04-25 05:13:00,7,1,1,5,8
2011-04-25 05:14:00,7,1,1,5,8
2011-04-25 05:15:00,7,1,1,4,8
2011-04-25 05:16:00,7,1,1,5,8
2011-04-25 05:17:00,7,1,1,5,8
2011-04-25 05:18:00,7,1,1,5,8
2011-04-25 05:19:00,7,1,1,5,8
2011-04-25 05:20:00,7,1,1,5,8
2011-04-25 05:21:00,7,1,1,5,8
2011-04-25 05:22:00,7,1,1,5,8
2011-04-25 05:23:00,7,1,1,5,8
2011-04-25 05:24:00,7,1,1,5,8
2011-04-25 05:25:00,7,1,1,5,8
2011-04-25 05:26:00,7,1,1,5,8
2011-04-25 05:27:00,7,1,1,4,8
2011-04-25 05:28:00,7,1,1,4,8
2011-04-25 05:29:00,191,1,1,5,9
2011-04-25 05:30:00,186,0,2,5,9
2011-04-25 05:31:00,175,0,1,5,9
2011-04-25 05:32:00,175,0,1,5,9
2011-04-25 05:33:00,174,0,1,5,9
2011-04-25 05:34:00,173,0,1,5,9
2011-04-25 05:35:00,172,0,1,5,9
2011-04-25 05:36:00,169,0,1,5,9
2011-04-25 05:37:00,167,0,1,5,9
2011-04-25 05:38:00,166,0,1,5,9
2011-04-25 05:39:00,166,0,1,5,9
2011-04-25 05:40:00,353,1,1,6,137
2011-04-25 05:41:00,352,1,1,6,148
2011-04-25 05:42:00,352,1,1,6,153
2011-04-25 05:43:00,352,1,1,6,155
2011-04-25 05:44:00,349,1,1,5,10
2011-04-25 05:45:00,170,0,1,5,9
2011-04-25 05:46:00,202,0,1,5,9
2011-04-25 05:47:00,164,0,1,5,9
2011-04-25 05:48:00,164,0,1,5,9
2011-04-25 05:49:00,164,0,1,5,9
2011-04-25 05:50:00,164,0,1,5,9
2011-04-25 05:51:00,164,0,1,5,9
2011-04-25 05:52:00,163,0,2,5,9
2011-04-25 05:53:00,162,0,1,5,9
2011-04-25 05:54:00,163,0,1,5,9
2011-04-25 05:55:00,162,0,1,5,9
2011-04-25 05:56:00,162,0,1,5,9
2011-04-25 05:57:00,162,0,1,5,9
2011-04-25 05:58:00,162,0,1,5,9
2011-04-25 05:59:00,161,0,1,5,9
2011-04-25 06:00:00,162,0,1,5,9
2011-04-25 06:01:00,160,0,1,5,9
2011-04-25 06:02:00,160,0,1,5,9
2011-04-25 06:03:00,161,0,1,5,9
2011-04-25 06:04:00,7,1,1,4,8
2011-04-25 06:05:00,6,1,1,5,8
2011-04-25 06:06:00,7,1,1,5,8
2011-04-25 06:07:00,6,1,1,5,8
2011-04-25 06:08:00,6,1,1,5,8
2011-04-25 06:09:00,6,1,1,4,8
2011-04-25 06:10:00,6,1,1,5,8
2011-04-25 06:11:00,7,1,1,4,8
2011-04-25 06:12:00,6,1,1,5,8
2011-04-25 06:13:00,7,1,1,4,8
2011-04-25 06:14:00,6,1,1,4,8
2011-04-25 06:15:00,7,1,1,4,8
2011-04-25 06:16:00,7,1,1,4,8
2011-04-25 06:17:00,6,1,1,5,8
2011-04-25 06:18:00,7,1,1,5,8
2011-04-25 06:19:00,6,1,1,4,8
2011-04-25 06:20:00,6,1,1,4,8
2011-04-25 06:21:00,7,1,1,4,8
2011-04-25 06:22:00,6,1,1,5,8
2011-04-25 06:23:00,7,1,1,4,8
2011-04-25 06:24:00,7,1,1,4,8
2011-04-25 06:25:00,7,1,1,4,8
2011-04-25 06:26:00,6,1,1,4,8
2011-04-25 06:27:00,7,1,1,4,8
2011-04-25 06:28:00,7,1,1,5,8
2011-04-25 06:29:00,7,1,1,4,8
2011-04-25 06:30:00,7,1,1,5,8
2011-04-25 06:31:00,7,1,1,5,8
2011-04-25 06:32:00,7,1,1,5,8
2011-04-25 06:33:00,191,0,1,5,9
2011-04-25 06:34:00,185,0,1,5,9
2011-04-25 06:35:00,174,0,1,5,9
2011-04-25 06:36:00,172,0,1,5,9
2011-04-25 06:37:00,170,0,1,5,9
2011-04-25 06:38:00,169,0,1,5,9
2011-04-25 06:39:00,169,0,1,5,9
2011-04-25 06:40:00,168,0,1,5,9
2011-04-25 06:41:00,166,0,1,5,9
2011-04-25 06:42:00,166,0,1,5,9
2011-04-25 06:43:00,166,0,2,5,9
2011-04-25 06:44:00,164,0,1,5,9
